uuid,Keywords,label
317,"Exploring the linkage among energy intensity, carbon emission and urbanization in Pakistan: fresh evidence from ecological modernization and environment transition theories",0
318,Role of renewable energy and globalization on ecological footprint in the USA: implications for environmental sustainability,1
319,Inconvenience and adaptation in Japanese adult achondroplasia and hypochondroplasia: A cross-sectional study,1
320,The Impact of Energy Consumption and Economic Growth on Carbon Dioxide Emissions,1
321,Circular ecosystem innovation: An initial set of principles,0
322,An integrated GIS approach for site selection of floating offshore wind farms in the Atlantic continental European coastline,0
323,The Relationship Between Drinking Behavior and Conversational Processes During a Brief Alcohol Reduction Intervention for People with HIV,1
324,Peri-operative neurological monitoring with electroencephalography and cerebral oximetry: a narrative review,1
325,Psychiatric-Like Impairments in Mouse Models of Spinocerebellar Ataxias,1
326,Behavioral and technical perspectives of green supply chain management practices: Empirical evidence from an emerging market,0
327,Individual differences and the relationship between education and religiosity in longitudinal versus cross-sectional studies,1
328,"An evaluation of the phytochemical composition, antioxidant and cytotoxicity of the leaves of Litsea elliptica Blume - An ethnomedicinal plant from Brunei Darussalam",1
329,Location-aware hazardous litter management for smart emergency governance in urban eco-cyber-physical systems,0
330,Hematological and biochemical investigations on the effect of curcumin and Thymoquinone in male mice exposed to Thioacetamide,1
331,Spatiotemporal Patterns of COVID-19 Impact on Human Activities and Environment in Mainland China Using Nighttime Light and Air Quality Data,1
332,"The role of renewable energy, alternative and nuclear energy in mitigating carbon emissions in the CPTPP countries",0
333,An effective three-stage hybrid optimization method for source-network-load power generation of cascade hydropower reservoirs serving multiple interconnected power grids,0
334,Supramolecular systems chemistry through advanced analytical techniques,0
335,CO2 adsorption capacity of zeolites synthesized from coal fly ashes,1
336,Improving the energy efficiency of room air conditioners in China: Costs and benefits,1
337,"How green is the ""Belt and Road Initiative""? - Evidence from Chinese OFDI in the energy sector",1
338,Towards a circular and low-carbon economy: Insights from the transitioning to electric vehicles and net zero economy,0
339,Sectoral-based CO2 emissions of Pakistan: a novel Grey Relation Analysis (GRA) approach,0
340,Waste-to-energy nexus for circular economy and environmental protection: Recent trends in hydrogen energy,1
341,"The Colonial State, African Dog-Owners, and the Political Economy of Rabies Vaccination Campaigns in Southern Rhodesia in the 1950s and 1960s",1
342,Signifying the imperative nexus between climate change and information and communication technology development: a case from Pakistan,1
343,Association between the Val66Met polymorphism (rs6265/G196A) of the BDNF gene and cognitive performance with SSRI use in Arab Alzheimer's disease patients,1
344,Oil rents and greenhouse gas emissions: spatial analysis of Gulf Cooperation Council countries,1
345,Partial nephrogenic diabetes insipidus with a novel arginine vasopressin receptor 2 gene variant,1
346,Production of synthetic natural gas from industrial carbon dioxide,0
347,"Effects of Home-Based Pulmonary Rehabilitation on Dyspnea, Exercise Capacity, Quality of Life and Impact of the Disease in COPD Patients: A Systematic Review",1
348,"Multi-objective optimization and selection of hybrid combined cooling, heating and power systems considering operational flexibility",0
349,Techno-economic assessment of energy storage systems using annualized life cycle cost of storage (LCCOS) and levelized cost of energy (LCOE) metrics,0
350,Isolation and identification of the oral bacteria and their characterization for bacteriocin production in the oral cavity,1
351,COVID-19 pandemic and environmental pollution: A blessing in disguise?,1
352,Unique and overlapping contributions of sustained attention and working memory to parent and teacher ratings of inattentive behavior,1
353,Lower vitamin D levels and VDR FokI variants are associated with susceptibility to sepsis: a hospital-based case-control study,1
354,The impact of emricasan on chronic liver diseases: current data,1
355,Comparative techno-economic study of solar energy integrated hydrogen supply pathways for hydrogen refueling stations in China,1
356,Novel hybrid solar tower-gas turbine combined power cycles using supercritical carbon dioxide bottoming cycles,1
357,Check updates Original Optimization and techno-economic assessment of concentrated solar power (CSP) in South-Western Africa: A case study on Ghana,0
358,A Primary Care Intervention to Increase HIV Pre-Exposure Prophylaxis (PrEP) Uptake in Patients with Syphilis,1
359,The effect of financial development on renewable energy consumption. A panel data approach,0
360,"Biorefinery of Dunaliella salina: Sustainable recovery of carotenoids, polar lipids and glycerol",1
361,Prognostic value of 18F-fluorodeoxyglucose positron emission tomography/computed tomography at diagnosis in untreated multiple myeloma patients: a systematic review and meta-analysis,1
362,Assessing the renewable energy investment risk factors for sustainable development in Turkey,0
363,The impact of natural resource depletion on energy use and CO2 emission in Belt & Road Initiative countries: A cross-country analysis,0
364,A patient with pulmonary hypertension waiting for donor lungs during the pandemic: 194 days on extracorporeal life support including 143 days on pulmonary artery to left atrium shunt,1
365,Sub-micro scale cell segmentation using deep learning,1
366,Impact of institutional quality on environment and energy consumption: evidence from developing world,0
367,A rare case of acute scrotum in a 12-year old boy: torsion of a paradidymal cystic appendage (organ of Giraldes),1
368,Automated detection of diabetic retinopathy using custom convolutional neural network,1
369,Revisiting the Environmental Kuznets Curve in Malaysia: The role of globalization in sustainable environment,0
370,Global Indicators of Sustainable Development: Evaluation of the Influence of the Human Development Index on Consumption and Quality of Energy,0
371,Developments of Economic Growth and Employment in Bioeconomy Sectors across the EU,0
372,"Transport CO(2)emissions, drivers, and mitigation: an empirical investigation in India",1
373,Pathways for Low-Carbon Transition of the Steel Industry-A Swedish Case Study,0
374,"Aggression, rank and power: why hens (and other animals) do not always peck according to their strength",0
375,An Argument for Simple Tests of Treatment of Alzheimer's Disease,1
376,"A data-driven approach for multi-scale GIS-based building energy modeling for analysis, planning and support decision making",0
377,Variability and specificity of bone cutting mark properties in cases involving stabbing with knives,1
378,Pulmonary Nontuberculous Mycobacterial Infection in Infants: A Systematic Review,1
379,Prenatal air pollution exposure and neonatal health,1
380,Comparison of mucin-1 in human breast cancer and canine mammary gland tumor: a review study,1
381,Prehospital Pediatric Respiratory Distress and Airway Management Interventions: An NAEMSP Position Statement and Resource Document,1
382,Mid-trimester isolated bilateral rocker bottom feet leading to prenatal diagnosis of 7q11.23 microdeletion: Williams syndrome,1
383,Techno-economic analysis and life cycle assessment for electrochemical ammonia production using proton conducting membrane,0
384,"Sustainable asphalt concrete containing high reclaimed asphalt pavements and recycling agents: Performance assessment, cost analysis, and environmental impact",0
385,Does Internet use reduce chemical fertilizer use? Evidence from rural households in China,1
